"id","date","tweet","insult_1","target_1","insult_2","target_2","insult_3","target_3","insult_4","target_4","insult_5","target_5","insult_6","target_6"
"2905",2019-01-25,"A third rate conman who interviewed me many years ago for just a short period of time has been playing his biggest con of all on Fake News CNN. Michael D'Antonio, a broken down hack who knows nothing about me, goes on night after night telling made up Trump stories. Disgraceful!","A third rate conman","michael-deantonio","has been playing his biggest con of all","michael-deantonio","a broken down hack who knows nothing about me","michael-deantonio","goes on night after night telling made up Trump stories","michael-deantonio","Disgraceful!","michael-deantonio",NA,NA
"2906",2019-01-25,"Greatest Witch Hunt in the History of our Country! NO COLLUSION! Border Coyotes, Drug Dealers and Human Traffickers are treated better. Who alerted CNN to be there?","Greatest Witch Hunt in the History of our Country!","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",2019-01-26,"‘Ax falls quickly at BuzzFeed and Huffpost!' Headline, New York Post. Fake News and bad journalism have caused a big downturn. Sadly, many others will follow. The people want the Truth!","Fake News","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908",2019-01-27,"...about all of the one sided Fake Media coverage (collusion with Crooked H?) that I had to endure during my very successful presidential campaign. What about the now revealed bias by Facebook and many others. Roger Stone didn't even work for me anywhere near the Election!","one sided Fake Media coverage","the-media","Crooked H","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"2909",2019-01-27,"CBS reports that in the Roger Stone indictment, data was ‘released during the 2016 Election to damage Hillary Clinton.' Oh really! What about the Fake and Unverified ‘Dossier,' a total phony conjob, that was paid for by Crooked Hillary to damage me and the Trump Campaign? What...","Fake and Unverified","trump-report","a total phony conjob","trump-report","Crooked","hillary-clinton",NA,NA,NA,NA,NA,NA
"2910",2019-01-27,"Thank you to Brit. This is a very big deal in Europe. Fake News is the Enemy of the People! https://t.co/WX0o8gaiMC","Fake News","the-media","the Enemy of the People!","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"2911",2019-01-28,"Howard Schultz doesn't have the ‘guts' to run for President! Watched him on @60Minutes last night and I agree with him that he is not the ‘smartest person.' Besides, America already has that! I only hope that Starbucks is still paying me their rent in Trump Tower!","doesn't have the 'guts' to run for President!","howard-schultz","I agree with him that he is not the 'smartest person'","howard-schultz",NA,NA,NA,NA,NA,NA,NA,NA
"2912",2019-01-28,"Never thought I'd say this but I think @johnrobertsFox and @GillianHTurner @FoxNews have even less understanding of the Wall negotiations than the folks at FAKE NEWS CNN & NBC! Look to final results! Don't know how my poll numbers are so good, especially up 19% with Hispanics?","even less understanding of the Wall negotiations than the folks at FAKE NEWS CNN & NBC!","gillian-turner","even less understanding of the Wall negotiations than the folks at FAKE NEWS CNN & NBC!","john-roberts-fox",NA,NA,NA,NA,NA,NA,NA,NA
"2913",2019-01-29,"A low level staffer that I hardly knew named Cliff Sims wrote yet another boring book based on made up stories and fiction. He pretended to be an insider when in fact he was nothing more than a gofer. He signed a non-disclosure agreement. He is a mess!","A low level staffer that I hardly knew","team-of-vipers","pretended to be an insider when in fact he was nothing more than a gofer","team-of-vipers","He is a mess!","team-of-vipers","A low level staffer that I hardly knew","cliff-sims","pretended to be an insider when in fact he was nothing more than a gofer","cliff-sims","He is a mess!","cliff-sims"
"2914",2019-01-29,"How does Da Nang Dick (Blumenthal) serve on the Senate Judiciary Committee when he defrauded the American people about his so called War Hero status in Vietnam, only to later admit, with tears pouring down his face, that he was never in Vietnam. An embarrassment to our Country!","Da Nang Dick","richard-blumenthal","An embarrassment to our Country!","richard-blumenthal",NA,NA,NA,NA,NA,NA,NA,NA
"2915",2019-01-31,"...I would suggest you read the COMPLETE testimony from Tuesday. A false narrative is so bad for our Country. I value our intelligence community. Happily, we had a very good meeting, and we are all on the same page!","false narrative","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916",2019-01-31,"Democrats are becoming the Party of late term abortion, high taxes, Open Borders and Crime!","the Party of late term abortion","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917",2019-01-31,"Just concluded a great meeting with my Intel team in the Oval Office who told me that what they said on Tuesday at the Senate Hearing was mischaracterized by the media - and we are very much in agreement on Iran, ISIS, North Korea, etc. Their testimony was distorted press.... https://t.co/Zl5aqBmpjF","distorted press","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918",2019-01-31,"Schumer and the Democrats are big fans of being weak and passive with Iran. They have no clue as to the danger they would be inflicting on our Country. Iran is in financial chaos now because of the sanctions and Iran Deal termination. Dems put us in a bad place - but now good!","big fans of being weak and passive with Iran","chuck-schumer","no clue","chuck-schumer","big fans of being weak and passive with Iran","democrats","no clue","democrats",NA,NA,NA,NA
"2919",2019-02-01,"Just out: The big deal, very mysterious Don jr telephone calls, after the innocent Trump Tower meeting, that the media & Dems said were made to his father (me), were just conclusively found NOT to be made to me. They were made to friends & business associates of Don. Really sad!","Really sad!","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920",2019-02-01,"Nellie Ohr, the wife of DOJ official Bruce Ohr, was long ago investigating for pay (GPS Fusion) members of my family, feeding it to her husband who was then giving it to the FBI, even though it was created by ousted & discredited Christopher Steele. Illegal! WITCH HUNT","ousted & discredited","christopher-steele","WITCH HUNT","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"2921",2019-02-01,"This Witch Hunt must end! https://t.co/3og7H4uUw2","Witch Hunt","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922",2019-02-05,"I see Schumer is already criticizing my State of the Union speech, even though he hasn't seen it yet. He's just upset that he didn't win the Senate, after spending a fortune, like he thought he would. Too bad we weren't given more credit for the Senate win by the media!","He's just upset that he didn't win the Senate, after spending a fortune","chuck-schumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923",2019-02-07,"...The Dems and their committees are going ‘nuts.' The Republicans never did this to President Obama, there would be no time left to run government. I hear other committee heads will do the same thing. Even stealing people who work at White House! A continuation of Witch Hunt!","Witch Hunt!","trump-russia","going ‘nuts.'","democrats",NA,NA,NA,NA,NA,NA,NA,NA
"2924",2019-02-07,"Democrats at the top are killing the Great State of Virginia. If the three failing pols were Republicans, far stronger action would be taken. Virginia will come back HOME Republican) in 2020!","killing the Great State of Virginia","mark-herring","failing pol","mark-herring","killing the Great State of Virginia","justin-fairfax","failing pol","justin-fairfax","killing the Great State of Virginia","ralph-northam","failing pol","ralph-northam"
"2925",2019-02-07,"So now Congressman Adam Schiff announces, after having found zero Russian Collusion, that he is going to be looking at every aspect of my life, both financial and personal, even though there is no reason to be doing so. Never happened before! Unlimited Presidential Harassment....","Unlimited Presidential Harassment....","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926",2019-02-08,"..It is all a GIANT AND ILLEGAL HOAX, developed long before the election itself, but used as an excuse by the Democrats as to why Crooked Hillary Clinton lost the Election! Someday the Fake News Media will turn honest & report that Donald J. Trump was actually a GREAT Candidate!","Crooked Hillary","hillary-clinton","a GIANT AND ILLEGAL HOAX","trump-russia","Fake News","the-media",NA,NA,NA,NA,NA,NA
"2927",2019-02-08,"Now we find out that Adam Schiff was spending time together in Aspen with Glenn Simpson of GPS Fusion, who wrote the fake and discredited Dossier, even though Simpson was testifying before Schiff. John Solomon of @thehill","fake and discredited","trump-report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",2019-02-09,"The Democrats in Congress yesterday were vicious and totally showed their cards for everyone to see. When the Republicans had the Majority they never acted with such hatred and scorn! The Dems are trying to win an election in 2020 that they know they cannot legitimately win!","vicious","democrats","such hatred and scorn!","democrats",NA,NA,NA,NA,NA,NA,NA,NA
"2929",2019-02-09,"Today Elizabeth Warren, sometimes referred to by me as Pocahontas, joined the race for President. Will she run as our first Native American presidential candidate, or has she decided that after 32 years, this is not playing so well anymore? See you on the campaign TRAIL, Liz!","Pocahontas","elizabeth-warren","See you on the campaign TRAIL, Liz!","elizabeth-warren",NA,NA,NA,NA,NA,NA,NA,NA
"2930",2019-02-10,"Well, it happened again. Amy Klobuchar announced that she is running for President, talking proudly of fighting global warming while standing in a virtual blizzard of snow, ice and freezing temperatures. Bad timing. By the end of her speech she looked like a Snowman(woman)!","Bad timing,  she looked like a Snowman(woman)!","amy-klobuchar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931",2019-02-11,"The Democrats are so self righteous and ANGRY! Loosen up and have some fun. The Country is doing well!","so self righteous and ANGRY!","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932",2019-02-14,"...Many of the top FBI brass were fired, forced to leave, or left. McCabe's wife received BIG DOLLARS from Clinton people for her campaign - he gave Hillary a pass. McCabe is a disgrace to the FBI and a disgrace to our Country. MAKE AMERICA GREAT AGAIN!","a disgrace to the FBI and a disgrace to our Country","andrew-mccabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933",2019-02-14,"California has been forced to cancel the massive bullet train project after having spent and wasted many billions of dollars. They owe the Federal Government three and a half billion dollars. We want that money back now. Whole project is a ‘green' disaster!","spent and wasted many billions of dollars","california","a ‘green' disaster!","california-train-project",NA,NA,NA,NA,NA,NA,NA,NA
"2934",2019-02-14,"Disgraced FBI Acting Director Andrew McCabe pretends to be a ‘poor little Angel' when in fact he was a big part of the Crooked Hillary Scandal & the Russia Hoax - a puppet for Leakin' James Comey. I.G. report on McCabe was devastating. Part of ‘insurance policy' in case I won....","Disgraced","andrew-mccabe","pretends to be a ‘poor little Angel' when in fact he was a big part of the Crooked Hillary Scandal","andrew-mccabe","a puppet","andrew-mccabe","Leakin' James Comey","james-comey",NA,NA,NA,NA
"2935",2019-02-17,"Nothing funny about tired Saturday Night Live on Fake News NBC! Question is, how do the Networks get away with these total Republican hit jobs without retribution? Likewise for many other shows? Very unfair and should be looked into. This is the real Collusion!","Nothing funny","saturday-night-live","tired","saturday-night-live","total Republican hit job","saturday-night-live","Fake News","nbc-news","Very unfair","nbc-news",NA,NA
"2936",2019-02-17,"The Mueller investigation is totally conflicted, illegal and rigged! Should never have been allowed to begin, except for the Collusion and many crimes committed by the Democrats. Witch Hunt!","totally conflicted, illegal and rigged!","trump-russia","Should never have been allowed to begin","trump-russia","Witch Hunt!","trump-russia",NA,NA,NA,NA,NA,NA
"2937",2019-02-18,"Wow, so many lies by now disgraced acting FBI Director Andrew McCabe. He was fired for lying, and now his story gets even more deranged. He and Rod Rosenstein, who was hired by Jeff Sessions (another beauty), look like they were planning a very illegal act, and got caught.....","so many lies","andrew-mccabe","disgraced","andrew-mccabe","lying","andrew-mccabe","now his story gets even more deranged","andrew-mccabe",NA,NA,NA,NA
"2938",2019-02-19,"‘....(The Witch Hunt) in time likely will become recognized as the greatest scandal in American political history, marking the first occasion in which the U.S. government bureaucrats sought to overturn an election (presidential)!' Victor Davis Hanson And got caught! @FoxNews","Witch Hunt","trump-russia","the greatest scandal in American political history","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"2939",2019-02-19,"As I predicted, 16 states, led mostly by Open Border Democrats and the Radical Left, have filed a lawsuit in, of course, the 9th Circuit! California, the state that has wasted billions of dollars on their out of control Fast Train, with no hope of completion, seems in charge!","out of control","california-train-project","no hope of completion","california-train-project",NA,NA,NA,NA,NA,NA,NA,NA
"2940",2019-02-19,"Had the opposition party (no, not the Media) won the election, the Stock Market would be down at least 10,000 points by now. We are heading up, up, up!","Had the opposition party (no, not the Media) won the election, the Stock Market would be down at least 10,000 points by now","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941",2019-02-19,"I never said anything bad about Andrew McCabe's wife other than she (they) should not have taken large amounts of campaign money from a Crooked Hillary source when Clinton was under investigation by the FBI. I never called his wife a loser to him (another McCabe made up lie)!","I never called his wife a loser to him (another McCabe made up lie)!","andrew-mccabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942",2019-02-19,"Remember this, Andrew McCabe didn't go to the bathroom without the approval of Leakin' James Comey!","didn't go to the bathroom without the approval of Leakin' James Comey!","andrew-mccabe","Leakin' James Comey!","james-comey",NA,NA,NA,NA,NA,NA,NA,NA
"2943",2019-02-19,"The failed Fast Train project in California, where the cost overruns are becoming world record setting, is hundreds of times more expensive than the desperately needed Wall!","cost overruns are becoming world record setting","california-train-project",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944",2019-02-19,"The Washington Post is a Fact Checker only for the Democrats. For the Republicans, and for your all time favorite President, it is a Fake Fact Checker!","a Fact Checker only for the Democrats","washington-post","a Fake Fact Checker!","washington-post",NA,NA,NA,NA,NA,NA,NA,NA
"2945",2019-02-20,"‘The Washington Post ignored basic journalistic standards because it wanted to advance its well-known and easily documented biased agenda against President Donald J. Trump.' Covington student suing WAPO. Go get them Nick. Fake News!","Fake News!","washington-post",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",2019-02-20,"California now wants to scale back their already failed ‘fast train' project by substantially shortening the distanâ€¦ https://t.co/uYCn3ZXAuU","failed","california-train-project",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947",2019-02-20,"Crazy Bernie has just entered the race. I wish him well!","Crazy Bernie","bernie-sanders",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2948",2019-02-20,"The New York Times reporting is false. They are a true ENEMY OF THE PEOPLE!","reporting is false","the-new-york-times","a true ENEMY OF THE PEOPLE!","the-new-york-times",NA,NA,NA,NA,NA,NA,NA,NA
"2949",2019-02-20,"The Press has never been more dishonest than it is today. Stories are written that have absolutely no basis in fact. The writers don't even call asking for verification. They are totally out of control. Sadly, I kept many of them in business. In six years, they all go BUST!","has never been more dishonest than it is today","the-media","Stories are written that have absolutely no basis in fact,  The writers don't even call asking for verification","the-media","totally out of control","the-media",NA,NA,NA,NA,NA,NA
"2950",2019-02-21,"@JussieSmollett - what about MAGA and the tens of millions of people you insulted with your racist and dangerous comments!? #MAGA","racist and dangerous comments","jussie-smollet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951",2019-02-22,"Fake News is so bad for our Country! https://t.co/ZwA8E0URer","Fake News","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952",2019-02-22,"Highly respected Senator Richard Burr, head of Senate Intelligence, said, after interviewing over 200 witnesses and studying over 2 million pages of documents, ‘WE HAVE FOUND NO COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA.' The Witch Hunt, so bad for our Country, must end!","Witch Hunt","trump-russia","so bad for our Country","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"2953",2019-02-23,"There is far more ENERGY on the Right than there is on the Left. That's why we just won the Senate and why we will win big in 2020. The Fake News just doesn't want to report the facts. Border Security is a big factor. The under construction Wall will stop Gangs, Drugs and Crime!","Fake News","the-media","just doesn't want to report the facts","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"2954",2019-02-24,"So funny to watch people who have failed for years, they got NOTHING, telling me how to negotiate with North Korea. But thanks anyway!","people who have failed for years","north-korea-experts","they got NOTHING","north-korea-experts","thanks anyway!","north-korea-experts",NA,NA,NA,NA,NA,NA
"2955",2019-02-24,"The only Collusion with the Russians was with Crooked Hillary Clinton and the Democratic National Committee...And, where's the Server that the DNC refused to give to the FBI? Where are the new Texts between Agent Lisa Page and her Agent lover, Peter S? We want them now!","Crooked","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956",2019-02-25,"Be nice if Spike Lee could read his notes, or better yet not have to use notes at all, when doing his racist hit on your President, who has done more for African Americans (Criminal Justice Reform, Lowest Unemployment numbers in History, Tax Cuts,etc.) than almost any other Pres!","Be nice if Spike Lee could read his notes","spike-lee","racist hit","spike-lee",NA,NA,NA,NA,NA,NA,NA,NA
"2957",2019-02-25,"Former Senator Harry Reid (he got thrown out) is working hard to put a good spin on his failed career. He led through lies and deception, only to be replaced by another beauty, Cryin' Chuck Schumer. Some things just never change!","he got thrown out","harry-reid","working hard to put a good spin on his failed career","harry-reid","led through lies and deception","harry-reid","Cryin' Chuck","chuck-schumer",NA,NA,NA,NA
"2958",2019-02-26,"Senate Democrats just voted against legislation to prevent the killing of newborn infant children. The Democrat position on abortion is now so extreme that they don't mind executing babies AFTER birth....","The Democrat position on abortion is now so extreme that they don't mind executing babies AFTER birth","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959",2019-02-27,"All false reporting (guessing) on my intentions with respect to North Korea. Kim Jong Un and I will try very hard to work something out on Denuclearization & then making North Korea an Economic Powerhouse. I believe that China, Russia, Japan & South Korea will be very helpful!","false reporting (guessing)","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960",2019-02-27,"I have now spent more time in Vietnam than Da Nang Dick Blumenthal, the third rate Senator from Connecticut (how is Connecticut doing?). His war stories of his heroism in Vietnam were a total fraud - he was never even there. We talked about it today with Vietnamese leaders!","Da Nang Dick","richard-blumenthal","third rate Senator","richard-blumenthal","war stories of his heroism in Vietnam were a total fraud","richard-blumenthal",NA,NA,NA,NA,NA,NA
"2961",2019-02-27,"Michael Cohen was one of many lawyers who represented me (unfortunately). He had other clients also. He was just disbarred by the State Supreme Court for lying & fraud. He did bad things unrelated to Trump. He is lying in order to reduce his prison time. Using Crooked's lawyer!","represented me (unfortunately)","michael-cohen","He did bad things unrelated to Trump","michael-cohen","lying in order to reduce his prison time","michael-cohen","Crooked","hillary-clinton",NA,NA,NA,NA
"2962",2019-03-01,"..and the fraudulent and dishonest statements he made on Wednesday. No way, it's time to stop this corrupt and illegally brought Witch Hunt. Time to start looking at the other side where real crimes were committed. Republicans have been abused long enough. Must end now!","fraudulent and dishonest statements","michael-cohen","corrupt and illegally brought Witch Hunt","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"2963",2019-03-01,"Congress must demand the transcript of Michael Cohen's new book, given to publishers a short time ago. Your heads will spin when you see the lies, misrepresentations and contradictions against his Thursday testimony. Like a different person! He is totally discredited!","lies, misrepresentations and contradictions","michael-cohen","totally discredited!","michael-cohen",NA,NA,NA,NA,NA,NA,NA,NA
"2964",2019-03-01,"Michael Cohen's book manuscript shows that he committed perjury on a scale not seen before. He must have forgotten about his book when he testified. What does Hillary Clinton's lawyer, Lanny Davis, say about this one. Is he being paid by Crooked Hillary. Using her lawyer?","committed perjury on a scale not seen before","michael-cohen","He must have forgotten about his book when he testified","michael-cohen","Crooked Hillary","hillary-clinton",NA,NA,NA,NA,NA,NA
"2965",2019-03-01,"Oh' I see! Now that the 2 year Russian Collusion case has fallen apart, there was no Collusion except bye Crooked Hillary and the Democrats, they say, ‘gee, I have an idea, let's look at Trump's finances and every deal he has ever done. Let's follow discredited Michael Cohen.....","discredited","michael-cohen","Crooked Hillary","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA
"2966",2019-03-01,"Wow, just revealed that Michael Cohen wrote a ‘love letter to Trump' manuscript for a new book that he was pushing. Written and submitted long after Charlottesville and Helsinki, his phony reasons for going rogue. Book is exact opposite of his fake testimony, which now is a lie!","phony reasons for going rogue","michael-cohen","fake testimony, which now is a lie!","michael-cohen",NA,NA,NA,NA,NA,NA,NA,NA
"2967",2019-03-03,"..said was a total lie, but Fake Media won't show it. I am an innocent man being persecuted by some very bad, conflicted & corrupt people in a Witch Hunt that is illegal & should never have been allowed to start - And only because I won the Election! Despite this, great success!","some very bad, conflicted & corrupt people","mueller-team","a Witch Hunt that is illegal & should never have been allowed to start","trump-russia","Fake Media","the-media",NA,NA,NA,NA,NA,NA
"2968",2019-03-03,"After more than two years of Presidential Harassment, the only things that have been proven is that Democrats and other broke the law. The hostile Cohen testimony, given by a liar to reduce his prison time, proved no Collusion! His just written book manuscript showed what he.....","hostile","michael-cohen","a liar","michael-cohen","Presidential Harassment","trump-russia",NA,NA,NA,NA,NA,NA
"2969",2019-03-03,"The brand new manuscript for a new book by failed lawyer Michael Cohen shows his testimony was a total lie! Pundits should only use it.","failed lawyer","michael-cohen","his testimony was a total lie!","michael-cohen",NA,NA,NA,NA,NA,NA,NA,NA
"2970",2019-03-03,"Virtually everything failed lawyer Michael Cohen said in his sworn testimony last week is totally contradicted in his just released manuscript for a book about me. It's a total new love letter to ‘Trump' and the pols must now use it rather than his lies for sentence reduction!","failed lawyer","michael-cohen","totally contradicted","michael-cohen","lies for sentence reduction!","michael-cohen",NA,NA,NA,NA,NA,NA
"2971",2019-03-04,"And also illegally leaking to Fake News CNN & others? https://t.co/GAItdhWniB","Fake News","cnn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",2019-03-04,"For the Democrats to interview in open hearings a convicted liar & fraudster, at the same time as the very important Nuclear Summit with North Korea, is perhaps a new low in American politics and may have contributed to the ‘walk.' Never done when a president is overseas. Shame!","a convicted liar & fraudster","michael-cohen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",2019-03-04,"Schumer & the Democrats are hurting our Country. Senate Republicans must take BOLD ACTION! https://t.co/QFqCaYmVPJ","hurting our Country","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",2019-03-05,"... Amazon, like the Washington Post. It's hard to remember that not so long ago America had prestige media outlets, but not anymore.' @TuckerCarlson The Fake News Media is the true Enemy of the People!","The Fake News Media is the true Enemy of the People!","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975",2019-03-05,"‘(Crooked) Hillary Clinton confirms she will not run in 2020, rules out a third bid for White House.' Aw-shucks, does that mean I won't get to run against her again? She will be sorely missed!","Crooked","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976",2019-03-05,"Now that they realize the only Collusion with Russia was done by Crooked Hillary Clinton & the Democrats, Nadler, Schiff and the Dem heads of the Committees have gone stone cold CRAZY. 81 letter sent to innocent people to harass them. They won't get ANYTHING done for our Country!","gone stone cold CRAZY","jerry-nadler","gone stone cold CRAZY","adam-schiff","have gone stone cold CRAZY","hillary-clinton","Crooked","hillary-clinton",NA,NA,NA,NA
"2977",2019-03-05,"PRESIDENTIAL HARASSMENT!","PRESIDENTIAL HARASSMENT!","trump-russia","PRESIDENTIAL HARASSMENT!","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"2978",2019-03-05,"The greatest overreach in the history of our Country. The Dems are obstructing justice and will not get anything done. A big, fat, fishing expedition desperately in search of a crime, when in fact the real crime is what the Dems are doing, and have done!","A big, fat, fishing expedition desperately in search of a crime","trump-russia","obstructing justice and will not get anything done","democrats","the real crime is what the Dems are doing, and have done!","democrats",NA,NA,NA,NA,NA,NA
"2979",2019-03-06,"Congressman Chris Stewart: ‘No one is accusing the President of a crime and yet they (the Democrats) are issuing hundreds of subpoenas. This is unprecedented.' They are desperately trying to find anything they can, even a punctuation mistake in a document!","They are desperately trying to find anything they can, even a punctuation mistake in a document!","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980",2019-03-06,"It is shameful that House Democrats won't take a stronger stand against Anti-Semitism in their conference. Anti-Semitism has fueled atrocities throughout history and it's inconceivable they will not act to condemn it!","shameful","house-democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2981",2019-03-06,"Presidential Harassment!","Presidential Harassment!","trump-russia","Presidential Harassment!","impeachment-inquiry",NA,NA,NA,NA,NA,NA,NA,NA
"2982",2019-03-06,"Weirdo Tom Steyer doesn't have the ‘guts' or money to run for President. He's all talk! https://t.co/klmVsCmeNE","Weirdo","tom-steyer","doesn't have the  ""guts "" or money to run for President","tom-steyer","He's all talk!","tom-steyer",NA,NA,NA,NA,NA,NA
"2983",2019-03-07,"Democrats just blocked @FoxNews from holding a debate. Good, then I think I'll do the same thing with the Fake News Networks and the Radical Left Democrats in the General Election debates!","Radical Left","democrats","Fake News Networks","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"2984",2019-03-07,"It was not a campaign contribution, and there were no violations of the campaign finance laws by me. Fake News!","Fake News!","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2985",2019-03-07,"We are on track to APPREHEND more than one million people coming across the Southern Border this year. Great job by Border Patrol (and others) who are working in a Broken System. Can be fixed by Congress so easily and quickly if only the Democrats would get on board!","Broken System","us-immigration-policies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986",2019-03-08,"Bad lawyer and fraudster Michael Cohen said under sworn testimony that he never asked for a Pardon. His lawyers totally contradicted him. He lied! Additionally, he directly asked me for a pardon. I said NO. He lied again! He also badly wanted to work at the White House. He lied!","Bad lawyer and fraudster","michael-cohen","His lawyers totally contradicted him","michael-cohen","He lied!","michael-cohen","He lied again!","michael-cohen","badly wanted to work at the White House","michael-cohen",NA,NA
"2987",2019-03-08,"Both the Judge and the lawyer in the Paul Manafort case stated loudly and for the world to hear that there was NO COLLUSION with Russia. But the Witch Hunt Hoax continues as you now add these statements to House & Senate Intelligence & Senator Burr. So bad for our Country!","Witch Hunt Hoax","trump-russia","So bad for our Country!","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"2988",2019-03-08,"Sessions didn't have a clue! https://t.co/XlLpnINOBv","didn't have a clue!","jeff-sessions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989",2019-03-08,"The Wall is being built and is well under construction. Big impact will be made. Many additional contracts are close to being signed. Far ahead of schedule despite all of the Democrat Obstruction and Fake News!","Obstruction","democrats","Fake News!","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"2990",2019-03-09,"I hope the grandstanding Governor of California is able to spend his very highly taxed citizens money on asylum holds more efficiently than money has been spent on the so-called Fast Train, which is $Billions over budget & in total disarray. Time to reduce taxes in California!","grandstanding","gavin-newsom","so-called Fast Train","california-train-project","in total disarray","california-train-project",NA,NA,NA,NA,NA,NA
"2991",2019-03-09,"The Witch Hunt continues! https://t.co/9W1iUgE0d6","Witch Hunt","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",2019-03-09,"Wacky Nut Job @AnnCoulter, who still hasn't figured out that, despite all odds and an entire Democrat Party of Far Left Radicals against me (not to mention certain Republicans who are sadly unwilling to fight), I am winning on the Border. Major sections of Wall are being built...","Wacky Nut Job","ann-coulter","Far Left Radicals","democrats",NA,NA,NA,NA,NA,NA,NA,NA
"2993",2019-03-10,"‘There's not one shred of evidence that President Trump has done anything wrong.' @GrahamLedger One America News. So true, a total Witch Hunt - All started illegally by Crooked Hillary Clinton, the DNC and others!","Crooked Hillary","hillary-clinton","a total Witch Hunt","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"2994",2019-03-12,"New York State and its Governor, Andrew Cuomo, are now proud members of the group of PRESIDENTIAL HARASSERS. No wonder people are fleeing the State in record numbers. The Witch Hunt continues!","PRESIDENTIAL HARASSERS","new-york","people are fleeing the State in record numbers","new-york","PRESIDENTIAL HARASSERS","andrew-cuomo",NA,NA,NA,NA,NA,NA
"2995",2019-03-13,"‘Jay Leno points out that comedy (on the very boring late night shows) is totally one-sided. It's tough when there's only one topic.' @foxandfriends Actually, the one-sided hatred on these shows is incredible and for me, unwatchable. But remember, WE are number one - President!","the one-sided hatred","late-night-television","unwatchable","late-night-television",NA,NA,NA,NA,NA,NA,NA,NA
"2996",2019-03-13,"‘The Lisa Page (FBI) transcript also confirms earlier reporting that Page testified Russian Collusion was still unproven when Special Counsel Robert Mueller was appointed.' Catherine Herridge, @FoxNews In other words they appointed someone when there was (and is) no crime. Bad!","there was (and is) no crime. Bad!","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2997",2019-03-13,"All part of the Witch Hunt Hoax. Started by little Eric Schneiderman & Coumo. So many leaving New York!","Witch Hunt Hoax","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
