"id","date","tweet","insult_1","target_1","insult_2","target_2","insult_3","target_3","insult_4","target_4","insult_5","target_5","insult_6","target_6"
"2998",2019-03-13,"All part of the Witch Hunt Hoax. Started by little Eric Schneiderman & Cuomo. So many leaving New York! https://t.co/5HCCNFZXFN","little Eric Schneiderman","eric-schneiderman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999",2019-03-13,"All part of the Witch Hunt!","Witch Hunt!","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000",2019-03-13,"Comey testified (under oath) that it was a ‘unanimous' decision on Crooked Hillary. Lisa Page transcripts show he LIED. @jasoninthehouse","he LIED","james-comey","Crooked Hillary","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA
"3001",2019-03-13,"I agree with Rand Paul. This is a total disgrace and should NEVER happen to another President! https://t.co/czcUbee9x7","a total disgrace","trump-russia","should NEVER happen to another President!","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"3002",2019-03-13,"The Fake News photoshopped pictures of Melania, then propelled conspiracy theories that it's actually not her by my side in Alabama and other places. They are only getting more deranged with time!","Fake News","the-media","They are only getting more deranged with time!","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"3003",2019-03-13,"The just revealed FBI Agent Lisa Page transcripts make the Obama Justice Department look exactly like it was, a broken and corrupt machine. Hopefully, justice will finally be served. Much more to come!","a broken and corrupt machine","obama-justice-department",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3004",2019-03-14,"The three very weak and untalented late night ‘hosts' are ‘fighting over table scraps. Carson did a great job, it wasn't political. I don't know what they're going to do in 2024 when he's no longer President? Will be wacky in the unemployment line.' Michael Loftus @foxandfriends","very weak and untalented","jimmy-kimmel","fighting over table scraps","jimmy-kimmel","Will be wacky in the unemployment line","jimmy-kimmel","very weak and untalented","stephen-colbert","fighting over table scraps","stephen-colbert","Will be wacky in the unemployment line","stephen-colbert"
"3005",2019-03-15,"So, if there was knowingly & acknowledged to be ‘zero' crime when the Special Counsel was appointed, and if the appointment was made based on the Fake Dossier (paid for by Crooked Hillary) and now disgraced Andrew McCabe (he & all stated no crime), then the Special Counsel.......","Fake Dossier","trump-report","now disgraced","andrew-mccabe","Crooked Hillary","hillary-clinton",NA,NA,NA,NA,NA,NA
"3006",2019-03-15,"The â€˜Jexodus' movement encourages Jewish people to leave the Democrat Party. Total disrespect! Republicans are waiting with open arms. Remember Jerusalem (U.S. Embassy) and the horrible Iran Nuclear Deal! @OANN @foxandfriends","Total disrespect!","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3007",2019-03-16,"Google is helping China and their military, but not the U.S. Terrible! The good news is that they helped Crooked Hillary Clinton, and not Trump....and how did that turn out?","helping China and their military, but not the U.S.. Terrible!","google","Crooked Hillary","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA
"3008",2019-03-16,"Spreading the fake and totally discredited Dossier ‘is unfortunately a very dark stain against John McCain.' Ken Starr, Former Independent Counsel. He had far worse ‘stains' than this, including thumbs down on repeal and replace after years of campaigning to repeal and replace!","fake and totally discredited","trump-report","He had far worse ‘stains' than this","john-mccain",NA,NA,NA,NA,NA,NA,NA,NA
"3009",2019-03-17,"Bring back @JudgeJeanine Pirro. The Radical Left Democrats, working closely with their beloved partner, the Fake News Media, is using every trick in the book to SILENCE a majority of our Country. They have all out campaigns against @FoxNews hosts who are doing too well. Fox .....","Fake News Media","democrats","using every trick in the book to SILENCE a majority of our Country","democrats","Radical Left","democrats","Fake News Media","the-media","using every trick in the book to SILENCE a majority of our Country","the-media",NA,NA
"3010",2019-03-17,"Democrat UAW Local 1112 President David Green ought to get his act together and produce. G.M. let our Country down, but other much better car companies are coming into the U.S. in droves. I want action on Lordstown fast. Stop complaining and get the job done! 3.8% Unemployment!","let our Country down","general-motors","ought to get his act together and produce","david-green","Stop complaining and get the job done!","david-green",NA,NA,NA,NA,NA,NA
"3011",2019-03-17,"It's truly incredible that shows like Saturday Night Live, not funny/no talent, can spend all of their time knocking the same person (me), over & over, without so much of a mention of ‘the other side.' Like an advertisement without consequences. Same with Late Night Shows......","not funny/no talent","late-night-television","spend all of their time knocking the same person (me), over & over, without so much of a mention of  ""the other side ""","late-night-television","an advertisement without consequences","late-night-television","not funny/no talent","saturday-night-live","spend all of their time knocking the same person (me), over & over, without so much of a mention of  ""the other side ""","saturday-night-live","an advertisement without consequences","saturday-night-live"
"3012",2019-03-17,"Report: Christopher Steele backed up his Democrat & Crooked Hillary paid for Fake & Unverified Dossier with information he got from ‘send in watchers' of low ratings CNN. This is the info that got us the Witch Hunt!","Fake & Unverified","trump-report","Crooked Hillary","hillary-clinton","Witch Hunt!","trump-russia","low ratings","cnn",NA,NA,NA,NA
"3013",2019-03-17,"So it was indeed (just proven in court papers) ‘last in his class' (Annapolis) John McCain that sent the Fake Dossier to the FBI and Media hoping to have it printed BEFORE the Election. He & the Dems, working together, failed (as usual). Even the Fake News refused this garbage!","last in his class","john-mccain","sent the Fake Dossier to the FBI and Media hoping to have it printed BEFORE the Election","john-mccain","failed (as usual)","john-mccain","Fake News","the-media",NA,NA,NA,NA
"3014",2019-03-17,"What the Democrats have done in trying to steal a Presidential Election, first at the ‘ballot box' and then, after that failed, with the ‘Insurance Policy,' is the biggest Scandal in the history of our Country!","the  ""Insurance Policy "", the biggest Scandal in the history of our Country!","trump-russia","trying to steal a Presidential Election","democrats",NA,NA,NA,NA,NA,NA,NA,NA
"3015",2019-03-18,"Joe Biden got tongue tied over the weekend when he was unable to properly deliver a very simple line about his decision to run for President. Get used to it, another low I.Q. individual!","got tongue tied over the weekend","joe-biden","unable to properly deliver a very simple line","joe-biden","another low I.Q. individual!","joe-biden",NA,NA,NA,NA,NA,NA
"3016",2019-03-18,"The Fake News Media is working overtime to blame me for the horrible attack in New Zealand. They will have to work very hard to prove that one. So Ridiculous!","Fake News","the-media","working overtime to blame me for the horrible attack in New Zealand","the-media","So Ridiculous!","the-media",NA,NA,NA,NA,NA,NA
"3017",2019-03-18,"While the press doesn't like writing about it, nor do I need them to, I donate my yearly Presidential salary of $400,000.00 to different agencies throughout the year, this to Homeland Security. If I didn't do it there would be hell to pay from the FAKE NEWS MEDIA! https://t.co/xqIGUOwh4x","FAKE NEWS MEDIA!","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3018",2019-03-18,"Wow! A Suffolk/USA Today Poll, just out, states, ‘50% of Americans AGREE that Robert Mueller's investigation is a Witch Hunt.' @MSNBC Very few think it is legit! We will soon find out?","Witch Hunt","trump-russia","Very few think it is legit","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA
"3019",2019-03-19,"A total loser! https://t.co/vm3Vv2f9jf","A total loser!","george-conway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020",2019-03-19,"Facebook, Google and Twitter, not to mention the Corrupt Media, are sooo on the side of the Radical Left Democrats. But fear not, we will win anyway, just like we did before! #MAGA","sooo on the side of the Radical Left Democrats","google","sooo on the side of the Radical Left Democrats","twitter","sooo on the side of the Radical Left Democrats","facebook","Corrupt","the-media","sooo on the side of the Radical Left Democrats","the-media",NA,NA
"3021",2019-03-19,"I will be looking into this! #StopTheBias https://t.co/ZTWQolvmdM","#StopTheBias","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022",2019-03-19,"The Fake News Media has NEVER been more Dishonest or Corrupt than it is right now. There has never been a time like this in American History. Very exciting but also, very sad! Fake News is the absolute Enemy of the People and our Country itself!","Fake News Media","the-media","has NEVER been more Dishonest or Corrupt than it is right now","the-media","very sad!","the-media","Fake News","the-media","the absolute Enemy of the People and our Country itself!","the-media",NA,NA
"3023",2019-03-20,"George Conway, often referred to as Mr. Kellyanne Conway by those who know him, is VERY jealous of his wife's success & angry that I, with her help, didn't give him the job he so desperately wanted. I barely know him but just take a look, a stone cold LOSER & husband from hell!","often referred to as Mr. Kellyanne Conway","george-conway","is VERY jealous of his wife's success & angry that I, with her help, didn't give him the job he so desperately wanted","george-conway","I barely know him","george-conway","just take a look, a stone cold LOSER & husband from hell!","george-conway",NA,NA,NA,NA
"3024",2019-03-20,"The Democrats are getting very ‘strange.' They now want to change the voting age to 16, abolish the Electoral College, and Increase significantly the number of Supreme Court Justices. Actually, you've got to win it at the Ballot Box!","getting very  ""strange ""","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025",2019-03-21,"‘The reason we have the Special Counsel investigation is that James Comey (a dirty cop) leaked his memos to a friend, who leaked them to the press, on purpose.' @KennedyNation Totally illegal!","a dirty cop","james-comey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026",2019-03-22,"...There is nothing to admire about them, they will always try to show a glimmer of vicious hope, but they are losers and barely breathing. Think about that before you destroy your lives and the lives of your family!","they are losers and barely breathing","isis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027",2019-03-26,"‘What we're seeing on Capitol Hill right now is that the Democrats are walking back any charges of Collusion against the President.' @ByronYork @BillHemmer Should never have been started, a disgrace!","a disgrace!","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028",2019-03-26,"The Mainstream Media is under fire and being scorned all over the World as being corrupt and FAKE. For two years they pushed the Russian Collusion Delusion when they always knew there was No Collusion. They truly are the Enemy of the People and the Real Opposition Party!","Russian Collusion Delusion","trump-russia","corrupt and FAKE","the-media","They truly are the Enemy of the People","the-media","the Real Opposition Party!","the-media",NA,NA,NA,NA
"3029",2019-03-27,"The Fake News Media has lost tremendous credibility with its corrupt coverage of the illegal Democrat Witch Hunt of your all time favorite duly elected President, me! T.V. ratings of CNN & MSNBC tanked last night after seeing the Mueller Report statement. @FoxNews up BIG!","illegal Democrat Witch Hunt","trump-russia","T.V. ratings of CNN & MSNBC tanked last night","msnbc","T.V. ratings of CNN & MSNBC tanked last night","cnn","The Fake News Media","the-media","has lost tremendous credibility","the-media","corrupt coverage","the-media"
